airbnb_property_id,rating,days_available,bathrooms,title,bedrooms,accommodates,img_cover,reviews,longitude,latitude,adr,property_type,room_type,airbnb_url,active_listing,market
32527311,10.0,282,4.0,"✭ ULTIMATE ESCAPE! FOUR GREAT 2BRs! POOL, BBQ",8,16,https://a0.muscache.com/im/pictures/62e7556b-7de2-49ac-83eb-cb911ff521bf.jpg?aki_policy=x_large,2,-96.961,32.885,530.227,Apartment,Entire home/apt,https://www.airbnb.com/rooms/32527311,1,Irving
16270089,9.8,212,1.0,Clean and safe place close to DFW Airport (Room 2),1,2,https://a0.muscache.com/im/pictures/036c1430-3b87-4186-bd2e-0356b11131d7.jpg?aki_policy=x_large,90,-96.94416,32.94559,40.0357,House,Private room,https://www.airbnb.com/rooms/16270089,1,Irving
33131321,9.7,111,1.0,Sandy Shores Master bdrm (beach themed decor),1,2,https://a0.muscache.com/im/pictures/f2685e71-171a-4543-80fe-28798bbbee0e.jpg?aki_policy=x_large,21,-96.97928,32.8435,40.951,House,Private room,https://www.airbnb.com/rooms/33131321,1,Irving
46087836,,31,1.0,"""Entire Spacious one bedroom apartment!""",1,2,https://a0.muscache.com/im/pictures/42927462-63ee-47a3-8c73-618bf89fff4b.jpg?aki_policy=x_large,0,-96.9551615740007,32.8959096448118,85.0,Apartment,Entire home/apt,https://www.airbnb.com/rooms/46087836,1,Irving
37202873,9.9,328,1.0,CozySuite. SelfCheckIn. Office. Patio. NearDFW&DAL,1,1,https://a0.muscache.com/im/pictures/5d354ab6-cbde-40eb-915b-a66ec00f3502.jpg?aki_policy=x_large,59,-96.9374,32.85425,53.5585,House,Private room,https://www.airbnb.com/rooms/37202873,1,Irving
37222134,10.0,111,1.5,Donnpress Villa,1,2,https://a0.muscache.com/im/pictures/8f32e3ca-7803-4fc0-864d-4043685cc600.jpg?aki_policy=x_large,2,-96.96714,32.91577,65.0,House,Private room,https://www.airbnb.com/rooms/37222134,1,Irving
39425267,10.0,170,1.5,Full Size Private Room near airport - shared Bath,1,1,https://a0.muscache.com/im/pictures/c040051d-2846-4955-80eb-bcf4413c1f9e.jpg?aki_policy=x_large,11,-96.99,32.797,32.5942,House,Private room,https://www.airbnb.com/rooms/39425267,1,Irving
21163150,9.7,97,3.0,Lake Views Near Dallas Best Attractions,4,8,https://a0.muscache.com/im/pictures/a8f0dee7-3a00-4c5e-a279-7a507afc9954.jpg?aki_policy=x_large,60,-96.9616,32.78916,222.171,House,Entire home/apt,https://www.airbnb.com/rooms/21163150,1,Irving
1003905741,10.0,201,2.0,Conveniently located in the geographic center of the DFW metroplex,2,4,https://media.vrbo.com/lodging/42000000/41460000/41453100/41453095/9f368535.c10.jpg,16,-96.98040566,32.8185909,459.889,house,Entire home/apt,https://www.airbnb.com/rooms/1003905741,1,Irving
45446844,10.0,31,1.0,Experience on the Lake,1,16,https://a0.muscache.com/im/pictures/2596ae36-90cb-41b0-9daa-f2cb4e866b16.jpg?aki_policy=x_large,1,-96.93036,32.86689,133.043,Apartment,Entire home/apt,https://www.airbnb.com/rooms/45446844,1,Irving
19273860,10.0,47,1.0,"I34-DFW ""Blue Diamond"" Comfy & Cozy 1BD/1BA",1,2,https://a0.muscache.com/im/pictures/5bc89d6d-e3d9-4943-8ed9-14f3864094f7.jpg?aki_policy=x_large,10,-97.00505,32.82561,76.6977,Apartment,Entire home/apt,https://www.airbnb.com/rooms/19273860,1,Irving
348629,8.9,115,2.0,"I20-DFW ""Misty Blue"" Luxe Condo 2BD/2BA",2,4,https://a0.muscache.com/im/pictures/d32b3448-b1dd-4c70-8ec2-af2d2540a3e0.jpg?aki_policy=x_large,17,-97.00267,32.82773,94.9859,Apartment,Entire home/apt,https://www.airbnb.com/rooms/348629,1,Irving
38728756,9.5,235,1.0,NEW **Valley Ranch Suite** in Irving TX,1,5,https://a0.muscache.com/im/pictures/c7ff05ae-7eb0-4f67-94b4-97447e4fcba0.jpg?aki_policy=x_large,79,-96.95333,32.94433,84.5112,Apartment,Entire home/apt,https://www.airbnb.com/rooms/38728756,1,Irving
39970483,9.6,155,1.0,"The ""Congo Room"" (African themed decor)",1,2,https://a0.muscache.com/im/pictures/0981a766-d6d3-47a3-b8d5-61557c8dec43.jpg?aki_policy=x_large,5,-96.97952,32.84342,35.2128,House,Private room,https://www.airbnb.com/rooms/39970483,1,Irving
24370605,10.0,183,2.0,Hidden Corner Condo,2,6,https://a0.muscache.com/im/pictures/f9ecf33c-8ff3-4087-9085-476a9c126929.jpg?aki_policy=x_large,79,-96.95237,32.92893,175.676,Condominium,Entire home/apt,https://www.airbnb.com/rooms/24370605,1,Irving
42355459,10.0,168,1.0,Beautiful Guest Suite in Las Colinas!,1,2,https://a0.muscache.com/im/pictures/83317a1e-224a-4d75-99cd-93720015d35c.jpg?aki_policy=x_large,21,-96.98613,32.90382,40.0493,Guest suite,Entire home/apt,https://www.airbnb.com/rooms/42355459,1,Irving
27542307,9.8,171,1.5,"11.Room w private bath 15’ from DFW, ValleyRanch",1,1,https://a0.muscache.com/im/pictures/a0ca1844-8730-4f7b-bf25-21aea18b8b7a.jpg?aki_policy=x_large,39,-96.95253,32.9191,53.243,House,Private room,https://www.airbnb.com/rooms/27542307,1,Irving
24604711,9.7,204,1.0,DFW Private RM & Bath Walking and Running areas,1,2,https://a0.muscache.com/im/pictures/e588e1d8-bb48-4825-85c7-06ebee920d3d.jpg?aki_policy=x_large,74,-96.94662,32.93407,47.7451,Apartment,Private room,https://www.airbnb.com/rooms/24604711,1,Irving
19263128,9.8,363,1.0,Mid-Century Modern Guest Suite in Art''s District,1,3,https://a0.muscache.com/im/pictures/a074b2ea-ce94-4233-997d-26aea5dddc4f.jpg?aki_policy=x_large,310,-96.96858,32.84577,70.4745,Guest suite,Entire home/apt,https://www.airbnb.com/rooms/19263128,1,Irving
39746429,9.3,333,2.0,Clean & Cozy stay with Twin bed in a safe area #8,1,1,https://a0.muscache.com/im/pictures/7d3b4413-be4d-4c79-9b0a-ed475e06dada.jpg?aki_policy=x_large,28,-97.00486,32.84359,20.0539,House,Shared room,https://www.airbnb.com/rooms/39746429,1,Irving
494210,8.7,305,3.5,"The Wild, Wild West Dallas Irving B&B - 3",1,16,https://a0.muscache.com/im/pictures/6756600/3ef04bb3_original.jpg?aki_policy=x_large,142,-96.948,32.808,26.5789,House,Shared room,https://www.airbnb.com/rooms/494210,1,Irving
38220235,,31,2.5,French Garden Home in Valley Ranch TX,2,4,https://a0.muscache.com/im/pictures/e1382995-ed60-4b14-b33e-b1e66766f612.jpg?aki_policy=x_large,0,-96.94739,32.93704,200.0,House,Private room,https://www.airbnb.com/rooms/38220235,1,Irving
31160785,9.7,298,1.0,44.Room w private bath near DFW in Valley Ranch.,1,2,https://a0.muscache.com/im/pictures/0599fc17-3eae-4f3a-ad36-bda9092bc5c9.jpg?aki_policy=x_large,26,-96.95283,32.91912,42.3808,House,Private room,https://www.airbnb.com/rooms/31160785,1,Irving
29160881,9.9,130,1.0,Irving/Las Colinas private suite for travel nurses,0,2,https://a0.muscache.com/im/pictures/4494e391-9106-49bc-b163-037b0aefedde.jpg?aki_policy=x_large,34,-96.93889,32.84294,38.9858,Guest suite,Private room,https://www.airbnb.com/rooms/29160881,1,Irving
44452403,10.0,89,2.0,The Blue Door Farmhouse in Irving,3,7,https://a0.muscache.com/im/pictures/miso/Hosting-44452403/original/f1b92378-3c04-4deb-9075-fee8a39e19f4.jpeg?aki_policy=x_large,2,-96.943,32.827,174.069,House,Entire home/apt,https://www.airbnb.com/rooms/44452403,1,Irving
28025544,10.0,57,1.0,"""The King bed w/private bathroom. Clean & Comfy",1,2,https://a0.muscache.com/im/pictures/4d7a414d-5ccf-480b-98db-7595c082ddc6.jpg?aki_policy=x_large,20,-96.94491,32.8524,62.5,House,Private room,https://www.airbnb.com/rooms/28025544,1,Irving
4028812,9.9,217,1.0,Second Master Suite,1,2,https://a0.muscache.com/im/pictures/00bf5042-23e4-4dcd-b91a-6856250cc060.jpg?aki_policy=x_large,56,-96.9654,32.83075,79.8235,House,Private room,https://www.airbnb.com/rooms/4028812,1,Irving
19728351,9.4,103,1.0,.#5 Twin bed in a hostel-style bedroom,1,1,https://a0.muscache.com/im/pictures/f6ffdf42-36e3-4d65-a6fb-9a15b03101a8.jpg?aki_policy=x_large,37,-96.97733,32.84874,20.0,House,Shared room,https://www.airbnb.com/rooms/19728351,1,Irving
39425157,9.8,197,1.5,Queen Private Room - near airport -shared bathroom,1,2,https://a0.muscache.com/im/pictures/aad023f6-3070-4c7a-9b17-e9b4ea1f1d4b.jpg?aki_policy=x_large,18,-96.99,32.797,32.7178,House,Private room,https://www.airbnb.com/rooms/39425157,1,Irving
45722409,10.0,25,1.0,Heaven in earth 1,1,2,https://a0.muscache.com/im/pictures/eb788ebf-cc80-4ba6-be9b-cc8d89f314bf.jpg?aki_policy=x_large,1,-96.942,32.881,51.3636,Apartment,Private room,https://www.airbnb.com/rooms/45722409,1,Irving
36766824,8.5,251,2.0,Spacious 2 Bedroom 2 Bath Irving Condo,2,4,https://a0.muscache.com/im/pictures/e4eb1561-8f80-49b5-bd43-88dac08ea677.jpg?aki_policy=x_large,12,-97.003,32.86463,88.0478,Condominium,Entire home/apt,https://www.airbnb.com/rooms/36766824,1,Irving
22517814,9.7,273,1.0,"Quiet, Comfortable room in the heart of Irving",1,2,https://a0.muscache.com/im/pictures/2ba36349-6370-491e-8f27-0e4b17720c73.jpg?aki_policy=x_large,93,-96.92894,32.81803,36.711,House,Private room,https://www.airbnb.com/rooms/22517814,1,Irving
23085704,8.7,30,1.5,DFW Quiet Queen Room w/ Full Kitchen & 24/7 Access,1,2,https://a0.muscache.com/im/pictures/8e0dafd9-eb16-495e-a883-bd8ddebc7ee0.jpg?aki_policy=x_large,139,-96.982,32.857,37.4091,House,Private room,https://www.airbnb.com/rooms/23085704,1,Irving
29963726,9.1,278,1.5,Elegant Suite 5 miles from Las Colinas & DFW,1,2,https://a0.muscache.com/im/pictures/4a2d90f6-4c97-42ba-a05c-f05f11fb28e2.jpg?aki_policy=x_large,154,-96.98231,32.85638,33.4758,House,Private room,https://www.airbnb.com/rooms/29963726,1,Irving
32526753,10.0,29,2.0,"2 LOVELY STUDIOS FOR 6 GUESTS! FREE BREAKFAST, BBQ",2,6,https://a0.muscache.com/im/pictures/75711c43-95e8-4bd0-a582-d4f066a50f84.jpg?aki_policy=x_large,1,-96.96219,32.88429,99.0,Apartment,Entire home/apt,https://www.airbnb.com/rooms/32526753,1,Irving
44064432,9.3,89,1.5,Professional stay near DFW airport.,1,4,https://a0.muscache.com/im/pictures/9b6f6cdd-cf9c-4754-9756-23d26edddd69.jpg?aki_policy=x_large,8,-96.98125,32.86469,77.7857,Apartment,Entire home/apt,https://www.airbnb.com/rooms/44064432,1,Irving
44598259,10.0,17,1.0,Beautiful Home Self checkin Ready mins to Airport,1,2,https://a0.muscache.com/im/pictures/4d1d73a8-3519-4ee4-ac49-eba2a0cc40a8.jpg?aki_policy=x_large,1,-96.97374,32.81384,38.1538,House,Private room,https://www.airbnb.com/rooms/44598259,1,Irving
45434200,10.0,49,1.0,"""The Tuscan Sun"" room with Italian themed decor",1,2,https://a0.muscache.com/im/pictures/f2685e71-171a-4543-80fe-28798bbbee0e.jpg?aki_policy=x_large,3,-96.98097,32.84339,40.1304,House,Private room,https://www.airbnb.com/rooms/45434200,1,Irving
39228844,10.0,30,1.0,Beautiful private bed and bath in our house,1,2,https://a0.muscache.com/im/pictures/4b2dfea1-6ec5-43c9-8b31-e43a043c0c57.jpg?aki_policy=x_large,4,-96.95536,32.91847,55.0,House,Private room,https://www.airbnb.com/rooms/39228844,1,Irving
42134534,7.6,244,2.0,Cozy twin bed for a safe stay with fast wifi #B,1,1,https://a0.muscache.com/im/pictures/99a1b04c-75b5-4aaa-8912-1d6601b4ff53.jpg?aki_policy=x_large,5,-96.99489,32.84901,21.102,House,Shared room,https://www.airbnb.com/rooms/42134534,1,Irving
36211126,8.7,296,2.0,Luxurious Grand Home & POOL! Ideal for Families or Business Trips!,5,16,https://a0.muscache.com/im/pictures/7152d06b-bd4e-434f-8abe-15c50f623abd.jpg?aki_policy=x_large,65,-96.9697,32.82571,326.912,House,Entire home/apt,https://www.airbnb.com/rooms/36211126,1,Irving
1005603180,8.0,97,2.0,Bright and Sunny Huge 5 Bedrooms House With Pool,5,16,https://odis.homeaway.com/odis/listing/b64e63ba-758a-46cd-ab34-09eacc2e7f3d.c10.jpg,2,-96.972977,32.803326,439.072,House,Entire home/apt,https://www.airbnb.com/rooms/1005603180,1,Irving
28394337,10.0,50,1.0,Home that feels like Zen,1,1,https://a0.muscache.com/im/pictures/8130f53e-de36-4d6b-a9b8-bcaf27e298aa.jpg?aki_policy=x_large,1,-96.99043,32.84732,38.8739,House,Private room,https://www.airbnb.com/rooms/28394337,1,Irving
9507372,9.9,176,2.5,"BEST Location! Dallas at Las Colinas-Irving, TX",3,5,https://a0.muscache.com/im/pictures/dba4dc04-2717-453e-a892-b0bfd426023c.jpg?aki_policy=x_large,69,-96.95544,32.85802,204.894,House,Entire home/apt,https://www.airbnb.com/rooms/9507372,1,Irving
39727434,7.8,188,2.0,Safe stay with Twin bed in a quite neigbourhood #6,1,1,https://a0.muscache.com/im/pictures/b713bfc3-00c9-4440-884e-0ff673f7e106.jpg?aki_policy=x_large,9,-97.0065,32.84273,22.7509,House,Shared room,https://www.airbnb.com/rooms/39727434,1,Irving
39752439,9.3,366,2.0,Cozy crash pad near the DFW Airport & fast wifi #9,1,1,https://a0.muscache.com/im/pictures/7d3b4413-be4d-4c79-9b0a-ed475e06dada.jpg?aki_policy=x_large,22,-97.0047,32.84412,19.947,House,Shared room,https://www.airbnb.com/rooms/39752439,1,Irving
34281689,8.0,40,3.0,Luxury Home near Baylor Scott Med and DFW airport,3,5,https://a0.muscache.com/im/pictures/d3afa3e2-cc1b-45a8-ae75-847646ec3d4f.jpg?aki_policy=x_large,2,-96.96217,32.83341,232.0,Townhouse,Entire home/apt,https://www.airbnb.com/rooms/34281689,1,Irving
37021306,,183,1.0,Older neighborhood with great neighbors !!!,1,2,https://a0.muscache.com/im/pictures/35749c62-c9a4-4de4-87ab-0e3c65522422.jpg?aki_policy=x_large,0,-96.95074,32.80048,65.0,House,Private room,https://www.airbnb.com/rooms/37021306,1,Irving
39752629,9.2,349,2.0,Cozy Twin bed minutes away from DFW Airport #10,1,1,https://a0.muscache.com/im/pictures/7d3b4413-be4d-4c79-9b0a-ed475e06dada.jpg?aki_policy=x_large,36,-97.00535,32.84295,20.5089,House,Shared room,https://www.airbnb.com/rooms/39752629,1,Irving
39004563,10.0,71,1.0,Las Brisas neighborhood,1,2,https://a0.muscache.com/im/pictures/1042f0f2-3568-49bb-8ef9-156520920c33.jpg?aki_policy=x_large,1,-96.98265,32.85886,40.0,Townhouse,Private room,https://www.airbnb.com/rooms/39004563,1,Irving
21811942,8.0,56,5.0,Beautiful Single Family Home in Irving/Las Colinas,5,5,https://a0.muscache.com/im/pictures/622662f2-45fd-48ab-a2d1-4c4624471e53.jpg?aki_policy=x_large,3,-96.949,32.908,309.952,House,Entire home/apt,https://www.airbnb.com/rooms/21811942,1,Irving
44681186,4.7,26,1.0,Awesome 3 Bed 2 bath home Self Checkin Ready,1,2,https://a0.muscache.com/im/pictures/4d1d73a8-3519-4ee4-ac49-eba2a0cc40a8.jpg?aki_policy=x_large,3,-96.97281,32.8151,37.1739,House,Private room,https://www.airbnb.com/rooms/44681186,1,Irving
39970296,9.5,205,1.0,"The ""Panda Place"" (panda themed decor)",1,2,https://a0.muscache.com/im/pictures/0981a766-d6d3-47a3-b8d5-61557c8dec43.jpg?aki_policy=x_large,4,-96.97935,32.8433,35.0934,House,Private room,https://www.airbnb.com/rooms/39970296,1,Irving
41398519,9.2,305,2.0,DFW Central Comfort & Family Fun [PACMAN + POOL],3,10,https://a0.muscache.com/im/pictures/0912e6e0-5919-4536-8a3a-26d6d2ec2ed6.jpg?aki_policy=x_large,50,-96.96601,32.93382,263.243,House,Entire home/apt,https://www.airbnb.com/rooms/41398519,1,Irving
43758512,9.2,103,2.5,Entire House 2 bedroom 2.5 bath by DFW Airport,2,4,https://a0.muscache.com/im/pictures/f34b90d7-a1be-4de7-9481-a73d9fdae40d.jpg?aki_policy=x_large,21,-96.97916,32.86486,85.3214,Townhouse,Entire home/apt,https://www.airbnb.com/rooms/43758512,1,Irving
26138743,10.0,93,1.5,"Blissful, beautiful townhouse for blessed people",1,2,https://a0.muscache.com/im/pictures/2e8f920f-5ae0-49af-a29d-1c5d4c58434e.jpg?aki_policy=x_large,15,-96.93926,32.9023,94.5185,Townhouse,Entire home/apt,https://www.airbnb.com/rooms/26138743,1,Irving
43439868,10.0,70,1.0,Cozy 1 Bed Apt in Valley Ranch Close to DFW,1,4,https://a0.muscache.com/im/pictures/db90c99b-e810-4434-9a58-2cb2258f4b58.jpg?aki_policy=x_large,3,-96.95188,32.91431,88.5758,Apartment,Entire home/apt,https://www.airbnb.com/rooms/43439868,1,Irving
15435223,9.5,126,1.0,I14-DFW Luxe Condo Near Baylor 2BD/1BA,2,4,https://a0.muscache.com/im/pictures/a2fd8d10-898d-40f1-b7e5-8bded6b2f91b.jpg?aki_policy=x_large,8,-96.94949,32.81343,92.454,Apartment,Entire home/apt,https://www.airbnb.com/rooms/15435223,1,Irving
43989396,10.0,69,2.0,Relaxing Twin bed for Women 15 min to Downtown #F,1,1,https://a0.muscache.com/im/pictures/66d3d21d-33a6-4d6a-b00a-90df42a3ef34.jpg?aki_policy=x_large,1,-96.92933,32.82827,20.2952,House,Shared room,https://www.airbnb.com/rooms/43989396,1,Irving
18632000,10.0,223,1.0,"IrvIng Guesthouse Near DFW, Minutes From Dallas",1,2,https://a0.muscache.com/im/pictures/eb99463f-436f-4d3f-bd8c-48452cd66f69.jpg?aki_policy=x_large,48,-96.92815,32.82172,94.0734,Guesthouse,Entire home/apt,https://www.airbnb.com/rooms/18632000,1,Irving
44324034,10.0,68,1.0,"Private Room near DFW, Food and Shopping!!",1,2,https://a0.muscache.com/im/pictures/caae00d4-a390-415b-9342-b7552bd1349a.jpg?aki_policy=x_large,8,-97.0104,32.83355,39.4545,Townhouse,Private room,https://www.airbnb.com/rooms/44324034,1,Irving
43986648,6.4,101,2.0,Relaxing Twin bed for Women close to Airport #A,1,1,https://a0.muscache.com/im/pictures/6856400f-4782-4e0b-a65c-303f6671e8e7.jpg?aki_policy=x_large,5,-96.92915,32.82833,19.9701,House,Shared room,https://www.airbnb.com/rooms/43986648,1,Irving
15956563,9.6,264,3.5,Irving /Las Colinas -Dominion Estate- DFW Airport,4,11,https://a0.muscache.com/im/pictures/e1a5e18f-1205-4a8e-b517-ce9bcd512985.jpg?aki_policy=x_large,20,-96.997,32.88,371.535,House,Entire home/apt,https://www.airbnb.com/rooms/15956563,1,Irving
35496983,9.8,260,1.0,Private Queen Bedroom W/ Private Bath- Comp Coffee,1,2,https://a0.muscache.com/im/pictures/94cda90f-f755-4c9a-9f2d-b3e2779d550c.jpg?aki_policy=x_large,20,-96.94651,32.93558,40.5266,Apartment,Private room,https://www.airbnb.com/rooms/35496983,1,Irving
1006400066,10.0,150,2.5,Open Concept House with Grand Patio & Pool !,4,16,https://odis.homeaway.com/odis/listing/b3980443-072d-45c2-afa0-bc0512b0fa9d.c10.jpg,1,-96.989288,32.807487,422.325,house,Entire home/apt,https://www.airbnb.com/rooms/1006400066,1,Irving
24822026,10.0,30,1.0,Comfy private room (females and couples only),1,2,https://a0.muscache.com/im/pictures/e0adf0ff-314a-4ccd-8085-e62c19e4da66.jpg?aki_policy=x_large,5,-96.97787,32.83391,40.0,House,Private room,https://www.airbnb.com/rooms/24822026,1,Irving
36048094,10.0,183,3.5,Exclusive Irving Home-5 min from TX Music Factory,4,8,https://a0.muscache.com/im/pictures/bf3333d5-9ca0-4500-ba81-046b5e0bc57c.jpg?aki_policy=x_large,11,-96.94919,32.87024,666.375,Townhouse,Entire home/apt,https://www.airbnb.com/rooms/36048094,1,Irving
45162889,9.3,59,1.5,"Luxurious Las Colinas Loft, Dallas+Airport 10 mins",1,5,https://a0.muscache.com/im/pictures/miso/Hosting-45162889/original/6d19e686-109d-4702-a050-ad9161821f51.jpeg?aki_policy=x_large,11,-96.9373,32.86492,157.804,Apartment,Entire home/apt,https://www.airbnb.com/rooms/45162889,1,Irving
45769851,,31,1.5,Accommodation for a female professional,1,1,https://a0.muscache.com/im/pictures/65019615-e16b-4ef5-8938-d781b052c7d7.jpg?aki_policy=x_large,0,-96.99561,32.88128,39.0,Bed and breakfast,Private room,https://www.airbnb.com/rooms/45769851,1,Irving
43575402,8.7,152,2.0,Relaxing Queen bed with 10 min drive from Airport,1,1,https://a0.muscache.com/im/pictures/0b9828c2-0c83-4c86-9811-71de387d3186.jpg?aki_policy=x_large,9,-96.99438,32.84995,36.6034,House,Private room,https://www.airbnb.com/rooms/43575402,1,Irving
22846156,10.0,97,1.0,Luxury Guest Suite near DFW and Music Factory,1,2,https://a0.muscache.com/im/pictures/0b60e784-ccf7-46cb-bfc9-6d927e17dd36.jpg?aki_policy=x_large,19,-96.95172,32.91811,56.9861,House,Private room,https://www.airbnb.com/rooms/22846156,1,Irving
39754824,9.7,354,1.0,NEW *DFW Airport* - International Suite,1,4,https://a0.muscache.com/im/pictures/34acdff6-173c-4e3a-9a24-75db74ef5c71.jpg?aki_policy=x_large,64,-97.01166,32.83995,80.8938,Apartment,Entire home/apt,https://www.airbnb.com/rooms/39754824,1,Irving
42150186,10.0,133,2.0,Cozy twin bed for a safe stay with fast wifi #A,1,1,https://a0.muscache.com/im/pictures/99a1b04c-75b5-4aaa-8912-1d6601b4ff53.jpg?aki_policy=x_large,5,-96.99564,32.85047,19.5012,House,Shared room,https://www.airbnb.com/rooms/42150186,1,Irving
19575181,9.6,181,1.5,Private discount bedroom,1,1,https://a0.muscache.com/im/pictures/be74bbd7-fbb4-40bc-a7ea-e2cb45830797.jpg?aki_policy=x_large,33,-96.94654,32.9151,36.0,House,Private room,https://www.airbnb.com/rooms/19575181,1,Irving
21595689,9.8,192,1.0,Metroplex Convenience - Privacy and comfort,1,4,https://a0.muscache.com/im/pictures/776777ec-d0ef-446b-b4ad-2ddf1f62d09a.jpg?aki_policy=x_large,133,-96.96337,32.85528,73.8592,Guest suite,Entire home/apt,https://www.airbnb.com/rooms/21595689,1,Irving
