airbnb_property_id,rating,property_type,bathrooms,title,bedrooms,accommodates,adr,img_cover,reviews,longitude,latitude,days_available,room_type,airbnb_url,active_listing,market
30349088,9.6,House,2.0,"🤠Dfw central,Backyard romance,Epicwater,outletmall",3,8,160.121,https://a0.muscache.com/im/pictures/b4a040d4-10f7-4686-8236-4a380cdc5ebf.jpg?aki_policy=x_large,99,-96.99806,32.66819,350,Entire home/apt,https://www.airbnb.com/rooms/30349088,1,Grand Prairie
13745443,9.8,Apartment,1.0,Cute Studio Apartment,1,3,75.9,https://a0.muscache.com/im/pictures/199f2897-f841-4609-945d-b3d0aae9e03b.jpg?aki_policy=x_large,481,-97.054,32.671,288,Entire home/apt,https://www.airbnb.com/rooms/13745443,1,Grand Prairie
44165040,9.7,House,2.5,Grand Paradise Lounge with Pool,6,10,371.623,https://a0.muscache.com/im/pictures/dca6c6d9-0b24-4a18-a99f-1d043c0f341e.jpg?aki_policy=x_large,6,-97.0084,32.65941,75,Entire home/apt,https://www.airbnb.com/rooms/44165040,1,Grand Prairie
41499517,9.8,House,2.0,Newly renovated large home for 16 people,4,16,293.98,https://a0.muscache.com/im/pictures/a5bfb45a-b9c3-4219-acae-f865f38719e0.jpg?aki_policy=x_large,13,-97.03222,32.76812,91,Entire home/apt,https://www.airbnb.com/rooms/41499517,1,Grand Prairie
27902915,9.6,Camper/RV,1.0,Airstream Retreat Near ✮ Cowboys ✮ Texas Live,1,5,75.9098,https://a0.muscache.com/im/pictures/6798c475-567d-42ee-a23c-3eb51468c977.jpg?aki_policy=x_large,158,-97.03922,32.78054,251,Entire home/apt,https://www.airbnb.com/rooms/27902915,1,Grand Prairie
43003260,8.0,House,1.0,Private Room in Grand Prairie (#2),1,2,38.0267,https://a0.muscache.com/im/pictures/c2c755c1-b6f1-40b6-94f0-db6b7a721ec5.jpg?aki_policy=x_large,3,-97.00095,32.68431,151,Private room,https://www.airbnb.com/rooms/43003260,1,Grand Prairie
43277769,9.2,Apartment,1.0,NEW! CLEAN GREEN Villa NEAR SHOPS +Wifi + KING BED,1,4,93.5466,https://a0.muscache.com/im/pictures/58cb66d8-8ed0-472d-bade-7890466eb2fe.jpg?aki_policy=x_large,5,-97.03752,32.68318,129,Entire home/apt,https://www.airbnb.com/rooms/43277769,1,Grand Prairie
21233127,10.0,House,2.5,"Stay, play & shop: Near Dallas Cowboys/TX Rangers",4,8,163.675,https://a0.muscache.com/im/pictures/ba86e0a7-fea5-4888-be1e-a678d658ff09.jpg?aki_policy=x_large,145,-97.05702,32.66962,288,Entire home/apt,https://www.airbnb.com/rooms/21233127,1,Grand Prairie
1004175330,0.0,house,2.0,Grand Prairie - Cozy Modern Home - Great location for a DFW stay!,3,6,130.0,https://odis.homeaway.com/odis/listing/e24ec844-69c1-4f47-a32a-a59592c88ae1.c10.jpg,0,-97.04666691,32.72887473,178,Entire home/apt,https://www.airbnb.com/rooms/1004175330,1,Grand Prairie
1003978623,10.0,house,2.0,"Step Back in time. Short Drive to AT&T Stadium, Six Flags, Ball park",3,11,243.0,https://media.vrbo.com/lodging/45000000/44220000/44218200/44218158/0daf4c1e.c10.jpg,1,-97.03510892,32.75026772,33,Entire home/apt,https://www.airbnb.com/rooms/1003978623,1,Grand Prairie
42474454,9.6,Apartment,2.0,Your Home away from Home! Entire Apartment!,2,5,78.9724,https://a0.muscache.com/im/pictures/6e0c9ca2-0a4f-44c1-aa1c-bbebb663b5a7.jpg?aki_policy=x_large,33,-97.05201,32.72918,267,Entire home/apt,https://www.airbnb.com/rooms/42474454,1,Grand Prairie
42435951,9.7,House,2.0,The Old Downtown Historic Grand Prairie House,4,8,318.6,https://a0.muscache.com/im/pictures/9905db14-3dfe-4204-87f8-5b6f40fc538c.jpg?aki_policy=x_large,7,-97.00595,32.74737,180,Entire home/apt,https://www.airbnb.com/rooms/42435951,1,Grand Prairie
36444858,10.0,House,1.5,Private cozy room near Dallas and Arlington,1,2,35.0976,https://a0.muscache.com/im/pictures/59b5b537-3b12-4eed-bbec-25fb67de52b2.jpg?aki_policy=x_large,1,-97.01884,32.70063,56,Private room,https://www.airbnb.com/rooms/36444858,1,Grand Prairie
27313565,9.7,House,1.5,1BR/Queen Bed - Verizon Theatre ✮ Rangers ✮Airport,1,2,47.3744,https://a0.muscache.com/im/pictures/fa9b9af0-63a9-4841-88a2-9c0e76249663.jpg?aki_policy=x_large,39,-97.0367,32.78122,326,Private room,https://www.airbnb.com/rooms/27313565,1,Grand Prairie
31699245,9.7,House,1.5,Private room near Arlington & Dallas . . .,1,2,41.9113,https://a0.muscache.com/im/pictures/e350854c-9d06-4048-b091-88541fafcf8e.jpg?aki_policy=x_large,14,-97.01917,32.70119,123,Private room,https://www.airbnb.com/rooms/31699245,1,Grand Prairie
23120488,9.9,House,1.0,1BR/2Twin Beds - Near Cowboys✮Rangers ✮DFW Airport,1,2,42.372,https://a0.muscache.com/im/pictures/750cf552-5120-41c6-9e73-99ef762b9c24.jpg?aki_policy=x_large,54,-97.03749,32.77852,366,Private room,https://www.airbnb.com/rooms/23120488,1,Grand Prairie
31696369,9.7,House,1.5,Private room near Arlington & Dallas,1,2,37.9095,https://a0.muscache.com/im/pictures/8d110e0b-d36a-42f1-8f4f-2df3ecdf5b95.jpg?aki_policy=x_large,14,-97.01937,32.70115,113,Private room,https://www.airbnb.com/rooms/31696369,1,Grand Prairie
36606399,8.8,House,2.5,Home away from Home!,3,8,139.792,https://a0.muscache.com/im/pictures/a0a7bd0c-ba8b-4811-b74e-92ee5d80c088.jpg?aki_policy=x_large,58,-96.9978,32.66394,307,Entire home/apt,https://www.airbnb.com/rooms/36606399,1,Grand Prairie
32341043,9.5,House,1.0,"Room whit shared bathroom, room #3",1,2,34.9304,https://a0.muscache.com/im/pictures/0390520c-3775-4f5a-a96c-568f7977e7eb.jpg?aki_policy=x_large,128,-97.00648,32.7162,354,Private room,https://www.airbnb.com/rooms/32341043,1,Grand Prairie
44261748,9.4,House,2.0,Beautiful relaxing home just a walk from the lake!,3,7,199.48,https://a0.muscache.com/im/pictures/0d2effa3-e121-490d-9c25-7bfdec45b7e0.jpg?aki_policy=x_large,14,-97.02364,32.6447,120,Entire home/apt,https://www.airbnb.com/rooms/44261748,1,Grand Prairie
42566508,9.1,Apartment,1.0,NEW! CLEAN RED King Villa NEAR SHOPS + POOL + Wifi,1,4,92.1241,https://a0.muscache.com/im/pictures/ec0b8299-9bcc-49b7-b6dc-028ba61018d2.jpg?aki_policy=x_large,11,-97.03631,32.68486,163,Entire home/apt,https://www.airbnb.com/rooms/42566508,1,Grand Prairie
39367649,10.0,House,1.0,Guest Room in Quiet Neighborhood,1,2,31.9649,https://a0.muscache.com/im/pictures/4e30d316-f009-4989-a494-89aef46c603b.jpg?aki_policy=x_large,4,-97.02118,32.66117,151,Private room,https://www.airbnb.com/rooms/39367649,1,Grand Prairie
1000369884,10.0,house,2.0,"Resort-Like Upscale Area Cozy & Gorgeous 3 Bedroom, a Loft and 2 Bath Retreat",3,8,194.388,https://media.vrbo.com/lodging/34000000/33560000/33556600/33556593/180-58575b5b.c10.jpg,40,-97.0563635,32.60252627,295,Entire home/apt,https://www.airbnb.com/rooms/1000369884,1,Grand Prairie
30684343,9.7,House,2.5,6mi from Cowboys Stadium/pool table/surround sound,3,8,217.778,https://a0.muscache.com/im/pictures/ff34ea2a-afd0-42f9-be11-1930f3810e4f.jpg?aki_policy=x_large,7,-97.05535,32.65792,12,Entire home/apt,https://www.airbnb.com/rooms/30684343,1,Grand Prairie
43990360,10.0,House,2.5,Sweet Escape Grand Prairie: 3000sf Rustic Modern,6,16,400.247,https://a0.muscache.com/im/pictures/fccc4feb-22bc-41d5-91f9-ba29eb8012ca.jpg?aki_policy=x_large,14,-97.03754,32.64109,120,Entire home/apt,https://www.airbnb.com/rooms/43990360,1,Grand Prairie
35353543,9.8,Townhouse,2.5,Style and Comfort near AT&T stadium!,3,8,118.006,https://a0.muscache.com/im/pictures/9196f682-7c04-4ca3-b2d5-1ecc06fd1b54.jpg?aki_policy=x_large,84,-97.03365,32.78578,217,Entire home/apt,https://www.airbnb.com/rooms/35353543,1,Grand Prairie
41567329,10.0,Condominium,2.0,2b/2bth Furnished w/King bed 1stflr unit(GP46-A),2,4,90.0147,https://a0.muscache.com/im/pictures/ba130973-db42-4dd3-8ceb-943658e99b4e.jpg?aki_policy=x_large,1,-97.06154,32.76846,84,Entire home/apt,https://www.airbnb.com/rooms/41567329,1,Grand Prairie
27552093,10.0,House,1.5,1BR/Queen Near ✮ Cowboys ✮ Rangers ✮ Texas Live,1,2,42.2216,https://a0.muscache.com/im/pictures/a6a8273a-8f16-4eef-aa0e-674c1652ec70.jpg?aki_policy=x_large,31,-97.03579,32.77989,329,Private room,https://www.airbnb.com/rooms/27552093,1,Grand Prairie
42373497,10.0,House,2.0,Fireside Family❤️ Love Texas,3,10,201.837,https://a0.muscache.com/im/pictures/35601f7f-c15d-4c02-9e02-f0025c663f37.jpg?aki_policy=x_large,4,-97.05523,32.68637,147,Entire home/apt,https://www.airbnb.com/rooms/42373497,1,Grand Prairie
45851057,,Apartment,1.0,Modern Upscale Apartment Home! 15mins From Dallas,1,2,97.7143,https://a0.muscache.com/im/pictures/22b503e4-e76e-4b99-9fc3-7aec988842cf.jpg?aki_policy=x_large,0,-97.05913,32.79121,31,Entire home/apt,https://www.airbnb.com/rooms/45851057,1,Grand Prairie
1003450637,10.0,house,2.0,"Great Location! Updated, charming 3/2 waiting for you!!",3,8,181.772,https://odis.homeaway.com/odis/listing/baaf3a2f-9132-4cc4-87d9-128a2429235c.c10.jpg,7,-96.9897753,32.7545437,223,Entire home/apt,https://www.airbnb.com/rooms/1003450637,1,Grand Prairie
44538749,10.0,House,2.5,Claremont House - 4-Bd 2.5-Bth in Grand Prairie,4,10,158.333,https://a0.muscache.com/im/pictures/09bf3667-4a2e-4360-b9ed-374919bdf904.jpg?aki_policy=x_large,1,-97.03485,32.6672,23,Entire home/apt,https://www.airbnb.com/rooms/44538749,1,Grand Prairie
34183515,10.0,House,1.5,Beautiful Private Room /Grand Prairie/ Only Female,1,2,20.0,https://a0.muscache.com/im/pictures/c116e066-6872-4146-a7bc-ce9bf4268b4c.jpg?aki_policy=x_large,4,-97.02302,32.6458,64,Private room,https://www.airbnb.com/rooms/34183515,1,Grand Prairie
36912445,9.8,House,2.0,C02. Single guest only! LOWEST Cost Private Room,1,1,28.075,https://a0.muscache.com/im/pictures/7398ce81-59be-4fa0-b101-81d499d8bbc9.jpg?aki_policy=x_large,12,-97.009,32.683,265,Private room,https://www.airbnb.com/rooms/36912445,1,Grand Prairie
36912711,,House,2.0,"C04. Lowest Cost Private Room, Single guest only !",1,1,31.1429,https://a0.muscache.com/im/pictures/7398ce81-59be-4fa0-b101-81d499d8bbc9.jpg?aki_policy=x_large,0,-97.009,32.683,151,Private room,https://www.airbnb.com/rooms/36912711,1,Grand Prairie
39504353,9.7,House,1.0,Newly Renovated Studio In The Middle Of It All,0,3,70.2088,https://a0.muscache.com/im/pictures/ab9ad7cf-ace5-4902-a3da-0038c68612e0.jpg?aki_policy=x_large,43,-97.03412,32.76966,144,Entire home/apt,https://www.airbnb.com/rooms/39504353,1,Grand Prairie
1008125427,10.0,House,2.5,"""NEW"" House near Stadiums, DFW, Lake and Parks",4,8,269.0,https://odis.homeaway.com/odis/listing/5e7bb745-ef47-4769-8879-c7923babdca4.c10.jpg,1,-96.9841407,32.7103074,114,Entire home/apt,https://www.airbnb.com/rooms/1008125427,1,Grand Prairie
22014503,9.7,House,2.5,"Beautiful, secluded Lake Ridge home!",1,10,223.203,https://a0.muscache.com/im/pictures/f31441c0-e7b2-471f-b38e-39a7ea03011e.jpg?aki_policy=x_large,91,-97.03152,32.6442,256,Entire home/apt,https://www.airbnb.com/rooms/22014503,1,Grand Prairie
32049344,9.6,House,1.0,"Room whit shared bathroom, room # 2.",1,2,34.1157,https://a0.muscache.com/im/pictures/d17d8178-8ced-407d-8a50-7d249fcb5145.jpg?aki_policy=x_large,133,-97.00642,32.71775,344,Private room,https://www.airbnb.com/rooms/32049344,1,Grand Prairie
29964560,,House,1.0,The Little Home,1,1,74.0,https://a0.muscache.com/im/pictures/050d0df5-23df-42cb-a9b1-36716b0850e3.jpg?aki_policy=x_large,0,-97.05689,32.68872,121,Private room,https://www.airbnb.com/rooms/29964560,1,Grand Prairie
45844472,,House,2.5,"WOW! NEW HOUSE,NEAR DFW AIRPORT,AT&T STADIUM,LAKE",3,10,305.444,https://a0.muscache.com/im/pictures/3e0715de-905d-4173-9caf-fb8202c0aa6c.jpg?aki_policy=x_large,0,-97.05994,32.63836,31,Entire home/apt,https://www.airbnb.com/rooms/45844472,1,Grand Prairie
14253397,9.6,House,1.0,Sunny room off I-30 & 161,1,2,33.2466,https://a0.muscache.com/im/pictures/19dd725c-ce73-4b82-a9ec-b2dd4484dc0b.jpg?aki_policy=x_large,120,-97.01953,32.76222,292,Private room,https://www.airbnb.com/rooms/14253397,1,Grand Prairie
45449427,,Townhouse,2.0,Clean 3 Bedroom Town Home w Parking,3,6,215.286,https://a0.muscache.com/im/pictures/dc5465d3-bf8d-4fda-8996-b00eb3c9d9e2.jpg?aki_policy=x_large,0,-97.03139,32.68482,58,Entire home/apt,https://www.airbnb.com/rooms/45449427,1,Grand Prairie
31760364,9.2,House,2.0,C08. Single guest only! LOWEST Cost Private Room,1,1,24.1631,https://a0.muscache.com/im/pictures/98d866bc-8aac-4a5f-972a-3e92670d843f.jpg?aki_policy=x_large,10,-97.00915,32.68423,274,Private room,https://www.airbnb.com/rooms/31760364,1,Grand Prairie
34721355,9.8,House,1.5,Exotic Private room near Arlington & Dallas,1,2,41.9452,https://a0.muscache.com/im/pictures/ae93de05-cb9f-4f8a-8d14-e1baa3e5890c.jpg?aki_policy=x_large,13,-97.01789,32.69923,238,Private room,https://www.airbnb.com/rooms/34721355,1,Grand Prairie
36604321,8.0,House,1.0,Older home for long term stays,1,1,24.5347,https://a0.muscache.com/im/pictures/0e9803f2-bdcc-494a-805a-b7affaba629b.jpg?aki_policy=x_large,1,-97.01572,32.75298,213,Private room,https://www.airbnb.com/rooms/36604321,1,Grand Prairie
14262295,9.8,House,1.0,Amiable room off I-30 & 161,1,1,31.0186,https://a0.muscache.com/im/pictures/d8bd278a-434b-49a9-b035-6a710cda855a.jpg?aki_policy=x_large,89,-97.01915,32.76205,311,Private room,https://www.airbnb.com/rooms/14262295,1,Grand Prairie
32469013,9.2,House,2.0,Memory Maker in the Heart of DFW - metroplex,4,14,123.731,https://a0.muscache.com/im/pictures/9150cf4c-6167-44ab-9904-fb5da300964e.jpg?aki_policy=x_large,77,-97.0416,32.68266,356,Entire home/apt,https://www.airbnb.com/rooms/32469013,1,Grand Prairie
42332210,10.0,House,1.0,"Stunning King Suite, WIFI, Gym, Free Parking",1,2,71.8333,https://a0.muscache.com/im/pictures/b283c620-bbdc-44cd-9957-7ee5b20f5c0f.jpg?aki_policy=x_large,6,-97.04988,32.58377,158,Private room,https://www.airbnb.com/rooms/42332210,1,Grand Prairie
27344273,9.0,House,2.0,4BR/2BA Home Near Cowboys ✮ Rangers ✮ Texas Live,4,10,275.92,https://a0.muscache.com/im/pictures/54bdab49-e5a1-4e68-8906-c3bb88f886d0.jpg?aki_policy=x_large,22,-97.03665,32.77935,273,Entire home/apt,https://www.airbnb.com/rooms/27344273,1,Grand Prairie
40259450,9.3,Townhouse,2.0,Family Style 3BR Home In A Quiet Neighborhood,3,6,101.481,https://a0.muscache.com/im/pictures/2d17df3d-0104-4f2a-97a4-3c1cfd04f629.jpg?aki_policy=x_large,8,-96.98928,32.69484,140,Entire home/apt,https://www.airbnb.com/rooms/40259450,1,Grand Prairie
32836563,8.7,House,1.0,Awesome Spacious Chicago Room in our Nice Home!!!,1,1,45.7059,https://a0.muscache.com/im/pictures/cb45def6-93d5-4ad3-85f3-d2108c824bb7.jpg?aki_policy=x_large,3,-97.04903,32.58824,99,Private room,https://www.airbnb.com/rooms/32836563,1,Grand Prairie
28409563,9.7,House,1.0,Upstairs Bedroom A,1,2,34.7118,https://a0.muscache.com/im/pictures/9d95cd6f-f0e7-4940-b66b-d81c6ca5b0c3.jpg?aki_policy=x_large,7,-97.05683,32.6884,268,Private room,https://www.airbnb.com/rooms/28409563,1,Grand Prairie
37564068,7.1,House,3.0,"Dallas! Near AT&T 🏉, LAKES & PARTS. Up-20+ guests!",5,16,369.974,https://a0.muscache.com/im/pictures/77069e19-5c26-4bdc-83f5-aee080319707.jpg?aki_policy=x_large,9,-97.05763,32.6229,187,Entire home/apt,https://www.airbnb.com/rooms/37564068,1,Grand Prairie
41458485,9.6,House,2.0,3BR/2BA Home Near Cowboys ✮ Rangers ✮ Verizon Thea,3,8,231.378,https://a0.muscache.com/im/pictures/f273e4dc-4cfa-4472-9a4c-fd5c9dc9bdf1.jpg?aki_policy=x_large,9,-97.01655,32.75481,132,Entire home/apt,https://www.airbnb.com/rooms/41458485,1,Grand Prairie
43723527,10.0,House,2.5,"Lakefront, Dallas Skyline, Private Dock, Sleep 6",3,6,188.143,https://a0.muscache.com/im/pictures/ae61befe-83f0-4150-a792-14f03f558592.jpg?aki_policy=x_large,10,-96.97499,32.71951,79,Entire home/apt,https://www.airbnb.com/rooms/43723527,1,Grand Prairie
35768374,9.8,House,1.0,Fun and beautiful duplex with private pool,2,6,150.0,https://a0.muscache.com/im/pictures/8bc500b7-b01b-481e-853a-56ef3a1efa3f.jpg?aki_policy=x_large,26,-97.00911,32.69979,5,Entire home/apt,https://www.airbnb.com/rooms/35768374,1,Grand Prairie
1003134411,10.0,Bungalow,1.0,Spacious Private Pad,1,3,65.9424,https://media.vrbo.com/lodging/36000000/35270000/35268500/35268431/f00c4bfa.c10.jpg,6,-97.03606684,32.77505722,305,Entire home/apt,https://www.airbnb.com/rooms/1003134411,1,Grand Prairie
38042066,9.4,House,2.5,Your Dream House For BIG Groups Stay With HEATED POOL,5,16,336.735,https://a0.muscache.com/im/pictures/17c5e1bc-8dda-45e6-8deb-2086cf976bf3.jpg?aki_policy=x_large,83,-97.01465,32.7619,327,Entire home/apt,https://www.airbnb.com/rooms/38042066,1,Grand Prairie
40059667,,House,3.0,Elegant urban living in the heart of DFW,4,9,130.233,https://a0.muscache.com/im/pictures/efab6ee1-7abb-48d2-bd6d-7e91e6c68415.jpg?aki_policy=x_large,0,-97.01218,32.76113,81,Entire home/apt,https://www.airbnb.com/rooms/40059667,1,Grand Prairie
36911990,8.0,House,2.0,C03. Single guest only! LOWEST Cost Private Room,1,1,30.3333,https://a0.muscache.com/im/pictures/7398ce81-59be-4fa0-b101-81d499d8bbc9.jpg?aki_policy=x_large,1,-97.02918,32.67998,92,Private room,https://www.airbnb.com/rooms/36911990,1,Grand Prairie
40195565,9.7,House,2.0,"""DENMARK""*POOL*TABLE SHUFFLEBOARD*GAMEROOM*FIREPIT",3,9,285.35,https://a0.muscache.com/im/pictures/4c9e1ab2-9ef6-4bd4-8a7f-b15d231d8347.jpg?aki_policy=x_large,85,-97.02599,32.75525,330,Entire home/apt,https://www.airbnb.com/rooms/40195565,1,Grand Prairie
42456458,9.7,Townhouse,2.0,Beautiful 3 Bedroom Townhome w Free Parking&Coffee,3,10,205.247,https://a0.muscache.com/im/pictures/6c2fe868-d13e-420f-b243-7ebc0989be93.jpg?aki_policy=x_large,7,-97.02788,32.68327,193,Entire home/apt,https://www.airbnb.com/rooms/42456458,1,Grand Prairie
36911149,10.0,House,2.0,C01. Single guest only! LOWEST Cost Private Room,1,1,27.4348,https://a0.muscache.com/im/pictures/8de0fed1-bc26-477e-a14d-5eafd2751376.jpg?aki_policy=x_large,1,-97.02891,32.68062,122,Private room,https://www.airbnb.com/rooms/36911149,1,Grand Prairie
32914153,10.0,House,2.0,Prairie Rose,3,6,176.947,https://a0.muscache.com/im/pictures/fea46d83-594a-4a9a-9af9-2ce6236e7d4a.jpg?aki_policy=x_large,9,-96.99022,32.75387,127,Entire home/apt,https://www.airbnb.com/rooms/32914153,1,Grand Prairie
40928340,7.9,Townhouse,2.0,3Bedroom 2King1Queen Beautiful& Spacious Townhome,3,10,139.24,https://a0.muscache.com/im/pictures/5a25ab10-b899-480c-ac4e-7fc28995c2b5.jpg?aki_policy=x_large,16,-97.03743,32.68437,181,Entire home/apt,https://www.airbnb.com/rooms/40928340,1,Grand Prairie
22482638,9.8,House,1.0,Home Close to Events-Airport Shuttle,1,2,29.8,https://a0.muscache.com/im/pictures/7c7dea11-e855-4360-aa65-7d574f269b02.jpg?aki_policy=x_large,220,-97.02392,32.76312,10,Private room,https://www.airbnb.com/rooms/22482638,1,Grand Prairie
43069760,10.0,House,1.0,"Spacious Queen Bed, WIFI, Gym, Parking",1,2,48.2605,https://a0.muscache.com/im/pictures/8e783c76-34cf-4a05-8f79-74e7dab53b7d.jpg?aki_policy=x_large,11,-97.05078,32.58317,170,Private room,https://www.airbnb.com/rooms/43069760,1,Grand Prairie
34175506,9.0,House,1.5,Beautiful Private Room /Grand Prairie/ Only Female,1,2,20.0,https://a0.muscache.com/im/pictures/ace8658b-d99d-4235-97d8-fca910cece24.jpg?aki_policy=x_large,6,-97.02328,32.64551,43,Private room,https://www.airbnb.com/rooms/34175506,1,Grand Prairie
16722473,9.4,House,2.0,Centrally located home away from home,3,8,129.342,https://a0.muscache.com/im/pictures/088eabc6-a8c8-4dbb-9a6d-f079a6b3055f.jpg?aki_policy=x_large,126,-96.98909,32.753,261,Entire home/apt,https://www.airbnb.com/rooms/16722473,1,Grand Prairie
43038702,9.6,Apartment,1.0,Newly Renovated Large Studio Apartment/ Balcony,1,3,76.4867,https://a0.muscache.com/im/pictures/ac6c6322-b598-470e-88a3-259aa8bbe5ed.jpg?aki_policy=x_large,49,-97.03567,32.76841,138,Entire home/apt,https://www.airbnb.com/rooms/43038702,1,Grand Prairie
24662141,10.0,House,1.5,The Manor''s Rest and Relaxation guest quarters,1,2,56.7316,https://a0.muscache.com/im/pictures/0df1b286-0bc3-4093-81ad-5847f7e79dfb.jpg?aki_policy=x_large,9,-97.03667,32.64153,108,Private room,https://www.airbnb.com/rooms/24662141,1,Grand Prairie
32086271,9.9,House,1.0,Grand Treehouse close to Cowboys and Six Flags,3,10,435.393,https://a0.muscache.com/im/pictures/52c63c9e-ea4d-4565-ac4a-8654f328e940.jpg?aki_policy=x_large,24,-97.01466,32.75469,349,Entire home/apt,https://www.airbnb.com/rooms/32086271,1,Grand Prairie
44556518,,Condominium,2.0,2bd/2bth Furnished King bed- 1st flr(ARLGP66-B),2,5,84.0,https://a0.muscache.com/im/pictures/miso/Hosting-44556518/original/ca10bee9-dee9-43c5-8415-c8409730c2fd.jpeg?aki_policy=x_large,0,-97.06106,32.76879,31,Entire home/apt,https://www.airbnb.com/rooms/44556518,1,Grand Prairie
45775993,,House,2.0,College Dorm House_352House,1,6,20.0,https://a0.muscache.com/im/pictures/7884cd64-6953-46d7-b740-2b73c65f16ff.jpg?aki_policy=x_large,0,-97.00426,32.80098,31,Shared room,https://www.airbnb.com/rooms/45775993,1,Grand Prairie
41927918,10.0,Condominium,2.0,GP-B-Arlington 2bd/2ba Furnished King Bed 1stFlr,2,5,85.0,https://a0.muscache.com/im/pictures/7df05525-3622-4773-b29b-fcdf8baa1711.jpg?aki_policy=x_large,1,-97.0618,32.7667,10,Entire home/apt,https://www.airbnb.com/rooms/41927918,1,Grand Prairie
20484378,10.0,Guest suite,1.0,"Private 2nd floor Loft: 2Rms,1Bth,Gym,opt 2nd bdrm",1,2,58.9509,https://a0.muscache.com/im/pictures/9f97e3eb-9143-4454-9fa5-48ea181be446.jpg?aki_policy=x_large,1,-97.03905,32.65405,98,Entire home/apt,https://www.airbnb.com/rooms/20484378,1,Grand Prairie
39591501,9.9,House,2.0,Luxury House Dallas DFW AT&T Globe Life Field,3,12,207.589,https://a0.muscache.com/im/pictures/miso/Hosting-39591501/original/23a4f428-e524-4fab-9be8-37da5eb35987.jpeg?aki_policy=x_large,58,-97.036,32.694,361,Entire home/apt,https://www.airbnb.com/rooms/39591501,1,Grand Prairie
37288744,9.7,House,2.0,Spacious Game Room Pool Table! Sparkling Clean!,3,8,134.338,https://a0.muscache.com/im/pictures/9cf183bc-aedf-42de-9fba-c5589c21264f.jpg?aki_policy=x_large,76,-96.99452,32.70363,277,Entire home/apt,https://www.airbnb.com/rooms/37288744,1,Grand Prairie
